web-scraper-order,web-scraper-start-url,tarih,link,link-href,intro
"1600195396-397","https://www.hurriyet.com.tr/arama/#/?page=211&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.2.2016","ASP İl Müdürlüğü Hınıs’ta Saha Çalışması Yaptı","","ASP"
"1600195729-1898","https://www.hurriyet.com.tr/arama/#/?page=61&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.11.2015","Çalıştay kitap olacak","","Karşıyaka Belediyesi tarafından 5-6 Kasım’da ’Kadına Yönelik Şiddet’ temasıyla gerçekleştirilen Kadın Çalıştayı tamamlandı. Çalıştay sonuçlarının kitaplaştırılacağı bildirildi."
"1600195853-2451","https://www.hurriyet.com.tr/arama/#/?page=5&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.8.2020","Vahşice öldürülmüştü! Pınar Gültekin'in ailesinin avukatı: Bu olayda başka aktörlerin olduğu kanaatindeyiz","","Muğla'da bar işletmecisi Cemal Metin Avcı (32) tarafından vahşice öldürülen, cesedi varil içinde konulduktan sonra yakılmış halde yol kenarında bulunan üniversite öğrencisi Pınar Gültekin'in (27) ailesinin avukatı Rezan Epözdemir, süreçle ilgili açıklamada bulundu. Avukat Epözdemir, bütün sürecin planlandığını iddia ederek, ""Bu olayın içinde başka aktörlerin olduğu kanaatindeyiz. Cinayet öncesi ve sonrasında soğukkanlı davranışlar bulunuyor. Ortada hunharca bir cinayet var"" dedi."
"1600195549-1087","https://www.hurriyet.com.tr/arama/#/?page=142&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.12.2009","İngilizler Çatlı’yı alandan çevirdi","","‘Yurtiçi ve dışında rahatça dolaşabilmesi için’ gereken ‘çok temiz kimliği’ Mehmet Özbay’dan alan Abdullah Çatlı, yine Özbay’a göre çok istediği halde bir ülkeye hiç gidemedi."
"1600195813-2274","https://www.hurriyet.com.tr/arama/#/?page=23&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.2.2013","Bahçeli grup toplantısında konuştu","","MHP Genel Bahçeli Devlet Bahçeli, partisinin grup toplantısında konuştu. Bahçeli, ""PKK’nın silahla yapamadığı ne varsa hükümet çözüm maskesiyle aşama aşama yerine getirmektedir. Ve milletimiz aldatılmaktadır. Çözülen terör değil, Türkiye Cumhuriyeti’dir. Çözülen ağır bölücülük sorunları değil, tarihi ve sosyolojik mevcudiyetimizdir"" dedi."
"1600195835-2377","https://www.hurriyet.com.tr/arama/#/?page=13&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.7.2020","Deniz Bulutsuz darp edildikten sonra çıplak ayakla sokağa kaçmış","","21 Ocak’ta hakim karşısına çıkacak olan Ozan Güven’in, sevgilisi Deniz Bulutsuz’u darp etmesi sonrası yaşananlara ait kamera görüntülerine ulaşıldı. Emniyet güçlerinin incelediği görüntülerde Bulutsuz’un gördüğü şiddet sonrası çıplak ayakla sokakta yürüdüğü belirlendi."
"1600195594-1281","https://www.hurriyet.com.tr/arama/#/?page=122&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.2.2018","Beyaz Saray'ı karıştıran 'eski eşlere şiddet' skandalı","","ABD Başkanı Donald Trump'ın kıdemli danışmanlarından Rob Porter, geçmişte iki eski eşine şiddet uyguladığı suçlamaları ardından geçen hafta görevinden istifa etmesi ve yerine gelen David Sorensen'ın da aynı tür suçlamalarla karşılaşması Beyaz Saray'ı karıştırdı."
"1600195616-1383","https://www.hurriyet.com.tr/arama/#/?page=112&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.12.2016","Diyarbakır'daki fuhuş davasında ceza yağdı","","Diyarbakır’da 2011 yılında aralarında yabancı uyrukluların da bulunduğu 17 kadına zorla fuhuş yaptırdıkları öne sürülen 9 şüpheliye 2 ile 83 yıl arasında değişen hapis cezaları verildi. Örgüt lideri B.Y.’nin baldızı M.C. ""B.Y. ablamın eşidir. Ablama ve bana fuhuş yaptırıyordu. Bize müşteri getiriyor ve pay alıyordu"" diye konuştu. Şebekenin, fuhuş suçundan sık sık yakalanmaları nedeniyle Ahlak Büro Amirliği’nde görevli bir polisi vurması için bir katille anlaştığı belirlendi."
"1600195776-2106","https://www.hurriyet.com.tr/arama/#/?page=40&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2012","Ayların en kısasına sığdırdığımız vahşet","","İzmir'den yayın yapan egedesonsoz.com'un yazarlarından Gönül Soyoğul kadınların yaşadığı ölüm zincirini yazdı. 29 çeken Şubat ayında tam 24 kadının öldürüldüğünü biliyor muydunuz? Soyoğlu, gün gün kadınların uğradığı şiddeti, korkuyu ve işlenceyi tek tek yazdı."
"1600195712-1816","https://www.hurriyet.com.tr/arama/#/?page=69&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.1.2017","Park ve duraklara şiddet önlemi","","Ankara’da, kadına yönelik şiddetle mücadele konusunda 3 yılda neler yapılacağının görüşüldüğü toplantıda alınan kararlardan biri de şu: “Parklar, kız öğrenci yurtları ve otobüs durakları daha güvenli hale getirilecek.”"
"1600195652-1546","https://www.hurriyet.com.tr/arama/#/?page=96&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.12.2018","Cani koca gözaltına alındı! 'Yediğim dayak nedeniyle yemek yiyemiyorum'","","TEKİRDAĞ’da yaşayan 1 çocuk annesi Özge Atılgan (21), boşandığı eşinden kendisine şiddet uyguladığı iddiasıyla şikayetçi oldu. Polis, eski koca M.K.’yı gözaltına aldı. Yediği dayaktan sonra 7 günlük iş göremez raporu alan genç kadın, ""Ben annesiz büyüdüm, benim çocuğum annesiz büyümesin"" dedi."
"1600195701-1766","https://www.hurriyet.com.tr/arama/#/?page=74&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.12.2013","Polisi öpen kadına 'cinsel şiddet' suçlaması","","İtalya'nın Torino kentinde geçen ay hızlı tren hattına karşı çıkan protestolarda polisi kaskından öpen bir kadın eylemci 'cinsel şiddet ve kamu yetkilisine hakaretten' gözaltına alındı."
"1600195335-125","https://www.hurriyet.com.tr/arama/#/?page=238&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.1.2015","Kız bebek dünyaya getiren eşini öldüren kocaya ağırlaştırılmış müebbet","","DİYARBAKIR’da 2014 yılının Ocak ayında 33 yaşındaki eşi Mübarek Turan’ı ikinci çocuğunu da kız dünyaya getirdiği için şakaklarına elektrik vererek öldürdüğü suçlamasıyla tutuklu yargılanan 29 yaşındaki Veysi Turan ağırlaştırılmış ömür boyu hapis cezasına çarptırıldı."
"1600195643-1502","https://www.hurriyet.com.tr/arama/#/?page=100&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","","- Kayseri, Niğde, Malatya ve Kırıkkale baroları, Özgecan'ın vahşice öldürülmesine tepki gösterdi  
- Kayseri Baro Başkanı Konaç: ""Gerekli yasal düzenlemeler yapılmadığı müddetçe, toplumun vicdanı huzur bulmayacak. Pek çok insan gibi adalet, hukuk düzeni yerine cezaevlerinde bulunan başka mahkumlardan umulacaktır""  
- Niğde Baro Başkanı Demirbilek: ""Özgecan Aslan'a yapılan insanlık dışı saldırıyla ilgili açılan davaya müdahil olarak biz de katılacağız, bu vahşetin hesabını biz de soracağız"""
"1600195507-892","https://www.hurriyet.com.tr/arama/#/?page=161&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.12.2016","Eşini ve kayınvalidesini bıçaklayan kocaya 36 yıl hapis cezası","","Eşini ve kayınvalidesini bıçaklayan kocaya 36 yıl hapis cezası"
"1600195676-1651","https://www.hurriyet.com.tr/arama/#/?page=85&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","12.10.2011","Karadenizliler kılıbık adamlardır","","Kendisi de Karadenizli olan Bakan Yazıcı’dan hemşerisi erkeklere övgü: “Karadenizliler kılıbık adamlardır. Kadına karşı yumuşak ve şefkatlidir.”"
"1600195685-1700","https://www.hurriyet.com.tr/arama/#/?page=81&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.4.2016","Önüne yatarım tartışması: O tarihsel sözü ondan duyduk","","CHP’li kadın milletvekileri, Aile ve Sosyal Politikalar Bakanı Sema Ramazanoğlu’na söylediği sözler nedeniyle AK Partililer tarafından yoğun eleştirilere maruz kalan Genel Başkanları Kemal Kılıçdaroğlu’na sahip çıktı."
"1600195480-777","https://www.hurriyet.com.tr/arama/#/?page=173&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.5.2018","Erdoğan: Birlikte yürümeye hazırız","","Cumhurbaşkanı ve AK Parti Genel Başkanı Tayyip Erdoğan, ‘İrade, Erdem, Cesaret, Türkiye Şahlanıyor’ başlıklı seçim manifestosunu dün partisinin İstanbul İl Kongresi’nde açıkladı."
"1600195594-1284","https://www.hurriyet.com.tr/arama/#/?page=122&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.1.2018","Müebbetlik kocaya tahrik indirimi","","İstanbul Göktürk’te eşi Ayten Daşdelen’i (55) sokak ortasında tabancayla başından vurarak öldüren Yaşar Daşdelen’i (58), ağırlaştırılmış müebbet hapis cezasına çarptırdı. Yargıtay’ yerel mahkemenin kararını Aile ve Sosyal Politikalar Bakanlığı davaya müdahil olmadığı için bozdu. Heyet değişikliği yapılan yerel mahkeme çiftin iki çocuğunun ‘Annemiz babamızı aldatıyordu’ sözlerini dikkate alarak haksız tahrik ve iyi hal indirimi uygulayarak Yaşar Daşdelen’i 20 yıl hapis cezasına çarptırdı."
"1600195476-756","https://www.hurriyet.com.tr/arama/#/?page=175&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.3.2018","Belçika’da öldürülen anne ile kızı Giresun’da toprağa verildi","","Belçika’da öldürülen anne ile kızı Giresun’da toprağa verildi"
"1600195822-2320","https://www.hurriyet.com.tr/arama/#/?page=19&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.10.2011","Şiddete karşı elektronik takip sistemi","","Hükümet, kadına yönelik şiddeti önlemek için çalışmalarına hız kazandırdı."
"1600195310-18","https://www.hurriyet.com.tr/arama/#/?page=249&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.9.2012","Travmalar ülkesiyiz","","Terör ve şehitler, yüzde 1400 oranında artan kadına şiddet, çocuğa karşı toplu cinsel istismar, sokakta kafası kesilen insanlar, namus cinayetleri, endüstri kazaları, ölen işçiler, depremde, selde hayatını kaybedenler... Ülkemizde her gün birbirinden çarpıcı şiddet haberleri yağıyor. Sadece bugün Afyon'dan 25 şehit, Beytüşşebap'tan 1 şehit, İzmir açıklarında ise yeni bir yaşama geçmek için çabalayan 58 mültecinin ölüm haberi geldi."
"1600195658-1575","https://www.hurriyet.com.tr/arama/#/?page=93&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.1.2018","7 aylık hamile eşini 'Dışarda ne işin var' diyerek tekme tokat dövdü","","KARAMAN’da Mustafa A. (30), boşanma davası süren 7 aylık hamile eşi Rabia A.’yı (27) iddiaya göre, ""Senin dışarda ne işin var?"" diyerek tekme-tokat dövdü. Çevredekilerin müdahalesiyle kurtarılan Rabia A. hastaneye kaldırılırken, Mustafa A. gözaltına alındı."
"1600195627-1438","https://www.hurriyet.com.tr/arama/#/?page=107&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.2.2016","Evlilik teklifini kabul etmeyen kadının ayaklarına  4 kurşun","","Adana'da 45 yaşındaki Fadıl A., sevgilisi 38 yaşındaki Kifayet Hadra'yı evlenme teklifini kabul etmeyince tabancayla vurdu."
"1600195656-1570","https://www.hurriyet.com.tr/arama/#/?page=94&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2018","Kadınlardan 8 Mart için ""düşündüren"" klip","","Kadınlardan 8 Mart için ""düşündüren"" klip"
"1600195771-2081","https://www.hurriyet.com.tr/arama/#/?page=42&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2015","Cemevleri ibadethane","","CHP İstanbul İl Başkanı Murat Karayalçın, İstanbul’daki 14 CHP’li belediyenin “Cemevleri ibadethanedir” kararı aldığını açıkladı."
"1600195793-2182","https://www.hurriyet.com.tr/arama/#/?page=32&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.3.2015","İki kentin ressamları","","Karşıyaka Yalı Lions Kulübü'nün organize ettiği ""Kadına Saygı Resim Sergisi"" için Kocaeli ve İzmirli kadın ressamlar gönüllü destek oldu."
"1600195725-1871","https://www.hurriyet.com.tr/arama/#/?page=63&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.1.2016","Eşini sokak ortasında dövüp, hastanelik etti","","Adana’da bir kişi, çocuğunu görmek için evine gelen boşanma aşamasındaki eşini sokak ortasında dövdü. Esnafın kocasının elinden zor aldığı kadın, ambulansla hastaneye götürüldü. Koca, eşini kendisinin dövmediğini iddia etti."
"1600195394-386","https://www.hurriyet.com.tr/arama/#/?page=212&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2016","Sığınacak yer yok","","Mor Çatı’nın raporuna göre, sığınak sayısı yetersiz. Şiddet yaşayan her kadın ve çocuk sığınak desteğinden faydalanamıyor."
"1600195607-1343","https://www.hurriyet.com.tr/arama/#/?page=116&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.1.2019","Zor olan erkek egemen zihniyeti değiştirmek","","Prof. Yeşim Darıcı bilim insanı, fizikçi. 31 yılı aşkın süredir Amerika’da yaşıyor. Florida Üniversitesi’nin ilk kadın fizik profesörü. Bilimsel başarılarının yanı sıra Yeşim Darıcı kadın hakları savunucusu ve aktivist olarak tanınıyor. Kısa süreliğine Türkiye’ye gelen Prof. Darıcı ile konuştuk."
"1600195780-2130","https://www.hurriyet.com.tr/arama/#/?page=38&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.3.2011","Koca dayağı yüzünden çocuk düşürdü iddiası","","Kadına yönelik şiddete her gün bir yenisi eklenirken, Iğdır'da 6 yıllık evli bir kadının kocasından yediği dayak sonrası 3 aylık bebeğini düşürdüğü iddia edildi."
"1600195445-615","https://www.hurriyet.com.tr/arama/#/?page=189&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.3.2015","Büyükşehir Kadınlar Günü’nü Dolu Dolu Kutluyor","","ANTALYA BÜYÜKŞEHİR BELEDİYESİ’NİN 8 MART DÜNYA KADINLAR GÜNÜ NEDENİ İLE BAŞLATTIĞI ETKİNLİKLER DEVAM EDİYOR. BİR HAFTAYA YAYILAN ETKİNLİKLERDE; SOSYAL HİZMET DAİRE BAŞKANLIĞI AİLE EĞİTİM MERKEZLERİNDE KADINA ŞİDDET, KADININ TOPLUMDAKİ ROLÜ VE KADIN HAKLARI KONUSUNDA EĞİTİM VERİYOR."
"1600195745-1965","https://www.hurriyet.com.tr/arama/#/?page=54&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","18.5.2013","Bu kadar canavarı nasıl yetiştirdik?","","Kadına şiddet, çocuğa şiddet, hayvana şiddet, evde şiddet, sokakta şiddet, tribünde şiddet."
"1600195509-907","https://www.hurriyet.com.tr/arama/#/?page=160&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.1.2015","İzmir Emniyetinin 2014 yılı sosyal sorumluluk faaliyetleri","","- İzmir Emniyet Müdürlüğü,  2014 yılında bünyesinde yürüttüğü sosyal sorumluluk projeleriyle 30 bin genç ve çocuk ile 172 bin aileye ulaşarak, suç ve suçtan korunmaya yönelik toplumu bilinçlendirme çalışması yaptı"
"1600195716-1834","https://www.hurriyet.com.tr/arama/#/?page=67&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2016","Kadınlar, Kadına Şiddetle Mücadele Günü'nde Ata'nın huzurunda","","Kadınlar, Kadına Şiddetle Mücadele Günü'nde Ata'nın huzurunda"
"1600195573-1191","https://www.hurriyet.com.tr/arama/#/?page=131&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.6.2015","Karnaval Geliri Kadına Yönelik Şiddete Karşı Harcanacak","","GÜNDOĞDU OKULLARI SANAT VE MÜZİK BÖLÜM BAŞKANI BURHAN GİRGİNER İLE  300 ÖĞRENCİYİ TEMSİLEN İKİ ÖĞRENCİ, ADANA BÜYÜKŞEHİR BELEDİYESİ SOSYAL HİZMETLER DAİRE BAŞKANI DURMUŞ ÖKTEN’E TOPLANAN 10 BİN 213 LİRAYI TESLİM ETTİ."
"1600195681-1680","https://www.hurriyet.com.tr/arama/#/?page=83&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.5.2017","Annesini korumak isteyen çocuğunu hastanelik etti","","Adana'da, alkollü olduğu ileri sürülen kişi, tartıştığı eşini ve araya girmeye çalışan küçük kızını darbetti."
"1600195326-82","https://www.hurriyet.com.tr/arama/#/?page=242&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2011","Başbakan: Kadına şiddet alçaklıktır","","BAŞBAKAN Recep Tayyip Erdoğan, Türk Metal Sendikası’nın, Büyük Anadolu Oteli’nde düzenlenen 16’ncı Kadın Kurultayı’na katıldı. Burada bir konuşma yapan Başbakan Erdoğan, hiç kimsenin kadına yönelik şiddeti, adına töre, gelenek ve namus davası diyerek meşrulaştıramayacağını belirtti ve ""Kadına yönelik şiddet vicdansızlıktır, insafsızlıktır, hiç tereddüt etmeden söylüyorum, alçaklıktır!"" dedi."
"1600195460-681","https://www.hurriyet.com.tr/arama/#/?page=182&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.4.2017","Sosyal medya tacizlerine karşı uyarı","","YAŞAR Üniversitesi Hukuk Fakültesi ve Bilgisayar Mühendisliği Bölümü akademisyenleri, sosyal medya üzerinden taciz mağduru olunması durumunda yapılması gerekenleri ve bu tür olaylarla karşılaşmamak için alınması gereken tedbirleri anlattı."
"1600195317-47","https://www.hurriyet.com.tr/arama/#/?page=246&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.5.2015","Ailede paranın kontrolü erkekte","","Kadınlar kaç çocuk istiyor, kürtaja nasıl bakıyor, aile içi demokrasi ve kadına şiddet gibi konularda bir araştırma da Kadir Has Üniversitesi yaptı. Kadir Has Üniversitesi 26 şehirde Türkiye’de Toplumsal Cinsiyet ve Kadın Algısı Araştırması gerçekleştirdi. 18 yaş üzeri kadın ve erkeklerle yüzyüze görüşülerek yapılan araştırmada, toplumdaki kadın ve erkek rolleri sorgulandı."
"1600195605-1337","https://www.hurriyet.com.tr/arama/#/?page=117&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.11.2017","Son dakika... Kılıçdaroğlu, belgeleri kimden aldığını açıkladı","","CHP Genel Başkanı Kılıçdaroğlu Cumhurbaşkanı Erdoğan hakkında iddia ettiği belgeleri kimden aldığını açıkladı. 'Eşitlik Adalet Kadın Zirvesi'nde konuşan Kılıçdaroğlu, ""FETÖ'cüler vermedi, yok efendim ilgisi yok. Bu ülkeyi seven milyonlarca bürokrat var"" dedi."
"1600195765-2056","https://www.hurriyet.com.tr/arama/#/?page=45&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","2.3.2011","CHP: ""Kadın cinayetleri araştırılsın""","","CHP, kadın cinayetlerindeki artışın nedenlerinin belirlenmesi ve gerekli önlemlerin alınması amacıyla Meclis Araştırması açılmasını istedi."
"1600195723-1863","https://www.hurriyet.com.tr/arama/#/?page=64&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.1.2012","Destek için galadayım","","Kadına yönelik şiddete dikkat çeken “Kurtuluş Son Durak” filminin galası önceki akşam yapıldı. Geceye katılanlara pembe fular hediye edildi."
"1600195385-345","https://www.hurriyet.com.tr/arama/#/?page=216&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.4.2015","Kadına Yönelik Aile İçi Şiddetin Önlenmesi Projesi Ve Bilinç Oluşturma Çalıştayı","","JANDARMA GENEL KOMUTANLIĞI TARAFINDAN YÜRÜTÜLEN ‘’ KADINA YÖNELİK AİLE İÇİ ŞİDDETİN ÖNLENMESİ PROJESİ’’, KOORDİNASYON VE FARKINDALIK YARATMA ÇALIŞTAYLARINA 27 İLİN ARDINDAN GAZİANTEP İLİ İLE DEVAM EDİLİYOR."
"1600195661-1584","https://www.hurriyet.com.tr/arama/#/?page=92&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.11.2017","Eşini yüzünden bıçaklayan kocanın serbest bırakılmasına tepki","","Eşini yüzünden bıçaklayan kocanın serbest bırakılmasına tepki"
"1600195690-1713","https://www.hurriyet.com.tr/arama/#/?page=79&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.3.2017","Dayakçı kocaya üst sınırdan indirimsiz ceza","","Adana’da eşine şiddet uygulayan 52 yaşındaki Nusret Leymunçiçeği eylemleri eziyet kabul edilerek en üst sınırdan 14.5 yıl hapis cezasına çarptırılırken, herhangi bir ceza indirimi uygulanmadı."
"1600195522-968","https://www.hurriyet.com.tr/arama/#/?page=154&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","12.6.2019","Yeni yüzü için gözyaşları içinde yola çıktı","","Hatay'ın İskenderun ilçesinde arkadaşlık teklifini reddettiği kişinin kezzaplı saldırısı sonucu bir gözünü kaybeden ve yüzü yanan Berfin Özek, yeni bir yüze kavuşmak umudu ile ameliyat olacağı Muğla'nın Bodrum ilçesindeki hastaneye uğurlandı."
"1600195373-296","https://www.hurriyet.com.tr/arama/#/?page=221&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.11.2017","Üniversitelilerde bile sevgiliye şiddet","","Muğla Sıtkı Koçman Üniversitesi’nde yapılan ‘Üniversite Öğrencilerinin Flört Şiddetine Yönelik Tutum Ve Davranışları Yüksek Lisans Tezi’nin sonuçları yeni bir şiddet türünü daha ortaya çıkardı: FLÖRT ŞİDDETİ. Uzmanlar gençler arasında çok yaygın olduğunu ve zor fark edildiğini söylüyor."
"1600195681-1671","https://www.hurriyet.com.tr/arama/#/?page=83&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2017","Ayvalık'a kadınlar, yaşlılar ve özel çocuklar için sosyal hizmet merkezi","","Ayvalık'a kadınlar, yaşlılar ve özel çocuklar için sosyal hizmet merkezi"
"1600195802-2229","https://www.hurriyet.com.tr/arama/#/?page=28&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.4.2015","Bakan İslam, şiddet mağduru kadının ihbarına yanıt verdi","","AİLE ve Sosyal Politikalar Bakan Ayşanur İslam, Adapazarı’nda, Kadın, Çocuk, Özürlü, ve Sosyal Hizmet Danışma Hattı ’Alo 183’ Çağrı Merkezi’nin açılışına katıldı, ilk ihbar telefonuna yanıt verdi. Bakan İslam, eşinden şiddet gördüğünü söyleyen kadına, ""Siz merak etmeyin, devlet yanınızdadır. Müdürlüğümüz sizle irtibata geçecek"" dedi."
"1600195451-643","https://www.hurriyet.com.tr/arama/#/?page=186&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.6.2015","Müsteşar Nesrin Çelik Yahyalı’da Muhtar Bilgilendirme Toplantısı’na Katıldı","","AİLE VE SOSYAL POLİTİKALAR BAKANLIĞI MÜSTEŞARI NESRİN ÇELİK, YAHYALI İLÇESİ’NDE MUHTARLARA YÖNELİK BİLGİLENDİRME TOPLANTISI DÜZENLEDİ."
"1600195674-1644","https://www.hurriyet.com.tr/arama/#/?page=86&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.7.2012","Aile ve Sosyal Politikalar Bakanlığı'nın 365 Gün'cesi","","Kadınlar da proje yapar. Hem de iyi yapar... Bunun kanıtı, Aile ve Sosyal Politikalar Bakanlığı."
"1600195414-471","https://www.hurriyet.com.tr/arama/#/?page=203&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","12.12.2017","Bana yaşam şansı yok mu?","","Aksaray'ın Hürriyet Mahallesi’nde kocası Cumali Sert (44) tarafından tabancayla ayağından vurulan Hava Sert (45) kaldırıldığı hastanede isyan etti."
"1600195816-2283","https://www.hurriyet.com.tr/arama/#/?page=22&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.3.2014","Suudi prenseslerden özgürlük çağrısı","","Suudi Arabistan kralı Abdullah Bin Abdülaziz el Saud'un kızları Prenses Sahar ve Prenses Jawaher son 13 yıldır babalarının Cidde’deki sarayında zorla alıkonulduklarını iddia etti. İngiliz Sunday Times gazetesi 42 yaşındaki Sahar ve 38 yaşındaki Jawahir'in elektronik posta ve telefon yoluyla kendileriyle iletişime geçerek yardım istediğini açıkladı."
"1600195767-2067","https://www.hurriyet.com.tr/arama/#/?page=44&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.5.2014","Fransa'da polise soruşturma","","Fransa'da, sosyal paylaşım sitesi Facebook'taki hesabından İslamiyet karşıtı paylaşımlarda bulunan polis memuru hakkında soruşturma başlatıldı."
"1600195315-33","https://www.hurriyet.com.tr/arama/#/?page=247&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","18.2.2015","Vekillerin haline bak","","Gece yarısı TBMM Genel Kurulu’nda kapalı kapılar ardında yaşanan kavganın yankıları sürüyor."
"1600195760-2040","https://www.hurriyet.com.tr/arama/#/?page=47&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.7.2015","Göçmen kadını kurtarmak istediği için dava açıldı","","Belçika İçişleri Bakanlığı sınır dışı edilmekte olan Nijeryalı kaçak göçmen bir kadına uçakta şiddet uygulanmasına karşı çıkan Türk kökenli federal milletvekili ve Saint-Josse şehri Belediye Başkanı Emir Kır hakkında dava açtı."
"1600195529-999","https://www.hurriyet.com.tr/arama/#/?page=151&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.11.2017","Gülben Ergen hakkında zorlama hapis talebi","","Erhan Çelik’in eski eşi Gülben Ergen hakkında mahkemeye başvurarak önleyici tedbir kararı aldırmıştı. Savcılık,  Gülben Ergen’nin bu karara uymadığını gerekçesiyle Ergen hakkında zorlama hapis kararı verilmesini talep etti. Kararı ise mahkeme verecek."
